row_uid,record_key,interval_index,working_ion,canonical_host,group_id,eligible_for_baseline,partition,mixed_cv_fold,li_cv_fold
4b1aaeec78d44962379d7af5aae76586ec0cbd4a385e89481861b69dba4d2eaf,923cc36bbe573c4312dbf11efae90db1e22b3dad23977f11716cdb993edde44f,0,Mg,Cr:1|Ni:1|O:9|P:2,g_4b1aaeec78d44962379d7af5aae76586ec0cbd4a385e89481861b69dba4d2eaf,True,development,0,
4b23536a83acb2cdf2eb1f1c88b21c95e69070b1c32007ec4610421474208d6e,bc2f70ee3be4656621b989f04fb788b4833131cbab792dc05ef0de1ac57873c8,0,Li,C:1|Cu:1|O:3,g_0d4b802e28e4a66f78a56933e7b0e6971b4cbb393598f38e383a3517bb67461b,True,development,2,1
4b3911ae689a7101b9d7d84e76a4edafc042db7ce9cf95969133f4212511ed8a,3328ffcfcb19bc43c948ade21cdef9d6c35a0fbc45bc2a7b390756748f8ff276,0,Mg,Ba:2|La:2|O:12|W:2|Zn:1,g_4b3911ae689a7101b9d7d84e76a4edafc042db7ce9cf95969133f4212511ed8a,True,development,9,
4b48617d468bac559df9a68917359c51f253148465e5f701e43ecab998f8634d,bb68ac34ed388f5f96374819661cd78ec0629286b8b07435156c846f22bf4040,0,Al,Co:2|O:7|Sr:2|Y:1,g_4b48617d468bac559df9a68917359c51f253148465e5f701e43ecab998f8634d,True,development,2,
4b4ba7db8ac833c0d62e96cf2f5e6f4fe686f59fbe87a7f557176546687310d1,1dd3c369c5ac96cc549ff577ba66fa377c427752ad9ab77c1bbfeddab82b1b5f,0,Mg,Cu:6|F:11|O:1,g_4b4ba7db8ac833c0d62e96cf2f5e6f4fe686f59fbe87a7f557176546687310d1,True,holdout,,
4b4d7979de91aa3f005cd495e3d4d5012f5a0543df9483376a2d6a8b33392699,060cba1630976bbb73338fd3d44e031a27263a4dc3b6cf2ebf96fedfa5818fac,0,Li,Cd:1,g_112278533d42e4bafec68c9c5e87619970c122cceac71c1943752fea45e61f09,True,development,6,8
4b4fc1a6117c9c3bd6a608db223b350de97f8e456dbd25353e274fc728ddd1b7,4b329c50ccab8c8055132ebbf3aa6377a2b9b01cff40e992dfd1a1c8e533fde3,0,Ca,Fe:1|O:2,g_0770dbb8c670682d17d23e7c07387129564a9d791df79a93f722b76f2c7698de,True,development,4,
4b5dd47e26bd383f3bca37be6552887d69ce75c6223bd9348a304eb5baff1b1d,8ff9d0e121573221f4ade8051df7b1ca5756cdd39313962c82f28445046aeb56,0,Mg,Mn:1|O:12|V:4,g_1f8ba62eaa13a7cd8db444fe0211259d40cd54c5da181a208f06a338977893a4,False,quarantine,,
4b6a47f49808b321ee2659445bea69baa7a141353c7b82523e0a1ed987f5cfda,f21ef161a8d5ea94407f967c76204b5a3c2c62c1b2493781ad55948551845b7f,0,Li,F:8|V:1,g_264ee248b96f648b05d321ac656b3f08c70df58929dba6baf25d331665e42317,True,development,8,8
4b6ffa2a65db573d4fdab317e2565dafb85ce27e023ee183354d15c41b180095,e05bc946bbad58e0c4b0511f944370ccfd66e05ecbf1a68cbfb3b061309b31be,2,Li,Mn:1|O:7|P:2,g_04072eb3f33fd8eed1538dd2b1ca208fcf05d80abaeb502d310263cd9d8896b3,True,development,7,1
4b70a03c88dadd019b2d9bdff6629e58c7708b60f312510f4f2a9d2effdf2245,982a2ce9408ae2f62daaddf200cf79a1ede5178877a86ba3ee5d0dce0985357f,1,Na,Ni:1|O:2,g_029fd0e11790286680d5565ba16ef792b28ef46ea05b58842748171417dd6662,True,held_out_Na,,
4b911dd2776192fc56fac73e8c663c2dac1bb052ab67876e64a358fc2ce28499,1dc6e83efa4a02df262f29cec762b356c791fea5b0ac6e333883344bb7d16af0,0,Li,F:1|Nb:3|O:7,g_2c297171cbcf88a34c8b316f9d5de171aebc113cd8cc9f6570db278288839a35,True,development,6,0
4b938400b3ec156ed3e0eee456ae5de4fe124b5dd6dc79acd495f356b8f215cf,0c0d56bcf1c195729e670f9409830afb733308457970ff0c8b0568c3480c56d4,0,Li,O:4|Ti:1|V:1,g_12365cdca76b2d02080817ad2b8553848d3113307eb06f5548eec0bf3d487f58,True,development,7,7
4b9559d2335addc67f743c27b7cfd1ae6d3c35312dc250186c603e3700cff19d,8579ca866496220e682c3dbf2c44db188137721762075eec6cec40b22927cdcf,1,Li,O:7|P:2|V:1,g_1776c96796b668453ebab3db17caba807c644cc34558c5c8bfca9079448ecf68,True,development,3,4
4b9d6bc23d2b0ad933b3ac225c3176d6895de0a67d8d957435af56c1a780207a,3b7aaea138a3851346afd686b4ccef7a853e54dd35e0f5d20f5eda1c8f9c7a60,0,Li,Ni:2|O:12|S:3,g_4b9d6bc23d2b0ad933b3ac225c3176d6895de0a67d8d957435af56c1a780207a,True,holdout,,
4bad9cad763171895804868039578915df495cdf4b3f40d507a6f0ddaeb46791,cb40500f75b460f8d54a359223f4534bb75caf7a798311ca8c77ff772124a27b,0,Zn,Bi:1|F:5,g_3a9eb547a888fe7c136f741509adbb801c2788545c33f99ee6c400f47d21aebe,True,development,0,
4bd2499925b80a926af0e2f345f6f519c9540f86a0c731289bd25f703a8d95aa,02e3442ec02bad836fa5c49f42d7c2dc0e0ffde5c0d7b0f2c51c8992942acd77,0,Mg,Cd:6|Mn:1|O:8,g_4bd2499925b80a926af0e2f345f6f519c9540f86a0c731289bd25f703a8d95aa,True,holdout,,
4bd2cd636f10574d8ae2ab648f791deeb3100a21a02e917664d64f52a4734c0e,49826c968dd492356550760cb36c8713795161c7bbc5e12f5dff0796d5ac3880,0,Li,Fe:2|Mo:3|O:12,g_324a68c064fa3cce6a0e985e782e6f9fa755df8888a8d738e5079d4e38995d5c,True,development,4,3
4bf1836b63e11745fd67e65c5ab3afe2e65be7024ebc7a97ae7448f664f2c560,51c89fd021fc3b5e4605fd52177a250b236996a68598a74535cfe5a3e570c4ca,1,Li,Cr:3|Mg:1|O:24|S:6,g_0859c78c129af2df1b0c7c4f70eb3ec37597ad2a22755589323f1501f045d67a,True,development,0,0
4bf90c4100374104fd3c6e8c19c37e98cd4ba7d03b16101a237876fa93230f23,6ccb40db08db3867d6075aaf50e3f1e11c6df888bdf041b9bb60cbab0c0520c0,0,Li,Cr:1|O:4|P:1,g_0e4e62d7b343dbdb88e1a3d68fac1ada0455130d1aa75df69b559ac646697c1e,True,development,4,8
4c27d7e92cb055b328d7ab8c4e1437cf0c9f82a390a512b83bb1207081088674,d07bc0c05a1827265e501cd8c39fd0d4018f870fff1bac6b1446ec21f658e8f0,0,Li,O:12|P:3|Sn:1|V:2,g_4c27d7e92cb055b328d7ab8c4e1437cf0c9f82a390a512b83bb1207081088674,True,development,1,4
4c2a2b1479469409280cd9c96b06e5238c10400bfeb8b521677ade57115c8fef,a99cdf24efc38d4e37d7ba980f44942b44cdbff4023c2d6a85047e6411c4ca6e,0,Li,F:5|V:1,g_053c649432ccd2d843dd241aa0c23e4ef1101c823b3f090abce6e3e37f3f8c41,True,development,8,4
4c3594c779bbcff46cf5ad1f2d9c8a2018ebe8ce0f5518b423cfbc4d9ca9457c,0abfeb070fcc041da4b3159836946ef3884227dddd12fe50630c900db5845a38,0,K,Nb:4|Nd:1|O:12,g_4c3594c779bbcff46cf5ad1f2d9c8a2018ebe8ce0f5518b423cfbc4d9ca9457c,True,held_out_K,,
4c3da987e02344b860a19f9f8e84dc91854b0b13b69ea36175627aab7c10c8e4,e64086a04f87689e73215a9cd7f9ff27c700f284f6b47ce3b7b38dadd696e6ec,0,Li,Co:1|O:4|Si:1,g_2dda31e5fad9c8f3b897e02166b7363f02723c4dd7ee491a8783c5cba9ea1d05,True,development,0,1
4c42972043bb9c768d7c3d1bdf9d738cbb14ca4f4add572f76f806d7f02a35fd,68ecc7c1232e720d2ee5f3514196f3d5f573469a4960e52bbfdf025364c785c9,0,K,C:1|Fe:1|O:7|P:1,g_06e0637912993449f059429cadbfaee30ec58817c8905d1ec5ca4e7ae9baf16d,True,held_out_K,,
4c4a885496101202c7565b04e0840c205ae2856ae4a89c78dd42fbf5cbfefa5a,3a07e6caf9e1d334294012b2404974eaaf79731fa46ba0a05cd8297bbee056a6,0,Li,Mn:2|O:12|V:3,g_4c4a885496101202c7565b04e0840c205ae2856ae4a89c78dd42fbf5cbfefa5a,True,development,6,6
4c4d3fd9c12a4f25776f612a9542339b6b5196eb1a31a927c27c339a623d1841,017ead51f1235a7c18f975941f9a516c221399dfafe74cd67facf36225d6dc3f,0,Li,Fe:3|Ni:1|O:8,g_4c4d3fd9c12a4f25776f612a9542339b6b5196eb1a31a927c27c339a623d1841,True,development,5,7
4c531306913fac1d6439907854c1f6eb507ebe12d9d45d58b88b35c0c2bf5963,d43d548af5e4515ed8a2ce502a31c8845628a555d3d42316eaf427064ce268b9,0,Mg,Cr:1|O:12|P:4,g_11a538525290ce0705f4b93f3497ca7e4b4b3601a0d2146d1131749a997ca50c,True,development,1,
4c562c298f84fb5b8a3619154c28a2ac41b54711acdeef07ddd9ec14fe66559c,7b31a4fb89cf2b3d68e3f9f7dd0bdede75b5d3cf0e24a27f49890d75b7a688b7,0,Li,C:1|Fe:1|O:7|P:1,g_06e0637912993449f059429cadbfaee30ec58817c8905d1ec5ca4e7ae9baf16d,True,development,7,7
4c57dae1f2ac72941cff1a4e281f3fdf4bb6df4f4dc60da295521826bcdbdc12,10d58e45a87ff9a56472584a1eb954492fa066255f8c0495e29c5622f1c8b28e,0,Li,Cu:1|Mn:3|O:16|P:4,g_40de468553e1b2c2fc9bc992a1477a9cacb87e38a88b5329b0e91148c56b751b,True,development,7,8
4c5ad1aa9326eba4e93e8f0853b0e46ea05f6de2d899cfad2f30c528a2ef7591,0326ca26dcc522af04a87150cd673fb66b3b3c88fbaf072051e3367add0257bc,0,Li,Mn:3|O:16|P:4|Sn:1,g_4c5ad1aa9326eba4e93e8f0853b0e46ea05f6de2d899cfad2f30c528a2ef7591,True,development,4,7
4c66112f7886174bde37df85535c0299f81e9e451906c9ac2dc8c5e8f3e5cc0c,e1bb028d16273fd19b87ecaa74339ba46ce782dafc76d05ee6ffae2dd22d58d4,0,Mg,Cr:1|O:3|S:1|Sr:2,g_1a99b061a1ab9b638ff7f7f3112a9f29b260b04a915ef752988a0627add83cb4,True,development,3,
4c66c88b04c3c3b88c4d916a00376782431d7e0a7244f43cc4496544c10d8739,bf6c1f761eaf197a940b7444d78d1858d6ff1ca3c51b82bad1a2ea03d1aecee1,0,Li,Co:2|Cr:1|O:6,g_4c66c88b04c3c3b88c4d916a00376782431d7e0a7244f43cc4496544c10d8739,True,holdout,,
4c6c04d728f638f21e2d93da3bf9ca2d0af69580fef45c4b7cbb3aef37045b6c,95252bd4c4adff580fbb0845a8dec0e1f77c6dfef654cca214109c8d572da3cc,0,Li,O:8|P:2|Sb:1,g_4c6c04d728f638f21e2d93da3bf9ca2d0af69580fef45c4b7cbb3aef37045b6c,True,development,6,8
4c76e5da19a40215de433f42f2ae2331eee4b9ba1bc2279fca51ac50087d7572,32efbbf2bfa74b3a1755fa3ebdcee84d6166b6a902459202776ec788709f9626,0,Mg,Co:1|La:4|O:8,g_00ae922a13c4857995e7bed1ef6f5e6e00243547317e43902de62c6909bea37f,True,development,6,
4c7a00682ef9cf96271ed1ca986d5c2e1ca8ff945ddbc7655b77432c60ca3736,9a9668fdaec04e56f6c63b0e3a2f309162cd3074c8bac7e009af23408e2db715,0,Ca,Ge:2|O:6|Sn:1,g_4c7a00682ef9cf96271ed1ca986d5c2e1ca8ff945ddbc7655b77432c60ca3736,True,development,6,
4c7ccb35abbdeb5a5eee7ea84b5c797899502e675f435a5938745111b6cb3c5c,0026873e4c831655653f5562319a1c1e9e0e0e4a3cb7cb7d8a7d5a858efc7d11,0,Li,Nb:1|O:8|Ti:3,g_4c7ccb35abbdeb5a5eee7ea84b5c797899502e675f435a5938745111b6cb3c5c,True,development,1,9
4c846cbfeabb7c8aa4b7ca1d788d5407f17deb9e2277385d024d439f4bef50b1,04436a20d34bc83acdd95b8ed44bfd3785028eeb49e693bddc3143f15eafbec9,0,Mg,Fe:1|O:4|P:1,g_06386f12df73e58d296ee14cda80356d202ceac8dab9db161d01b87ab31457b3,True,development,9,
4c8feb58a3b8c1f489399e98404da643b464f8025f2361a0f4fa30abef265430,6e8e0be183e79a81e410b4980afe529ad07b36e7ac10aea94441c99868f1e05b,0,Li,Mn:1|O:4|V:1,g_4c8feb58a3b8c1f489399e98404da643b464f8025f2361a0f4fa30abef265430,True,development,7,9
4c900351035242f2b247bd13b7320d8db1f34aa4c3fe3507e620364fdc9a50ee,c5a5bad1cfb9e6b5f81d470bac96126fb60de41be12fb43aca47bda5b7a38e00,0,Mg,Mo:1|S:6|W:2,g_4c900351035242f2b247bd13b7320d8db1f34aa4c3fe3507e620364fdc9a50ee,True,holdout,,
4ca065c88cef3d9cf479c4c4f1b9808df530f429d8aab4566561aac018310d07,87fc9f9c01b78b6532cfa713af3ea3b7974f0bfc265aee7269245f7e9c913d7c,0,Zn,Fe:1|O:2,g_0770dbb8c670682d17d23e7c07387129564a9d791df79a93f722b76f2c7698de,True,development,4,
4cb7259af97089e389b78ab5dcf3ac3575009a61f4a3244c744a96a4acac4db6,2c7d40b4e1575208169a7359c32fe6df79c39e2c3f7a883b680cbe1df5bee096,0,Mg,Ba:2|Co:3|O:10|Tl:2,g_183ca4ad33c971a1445c855e9e710f43c3a25f5d0717342a32fa973bca1fc1f8,True,development,8,
4cb81699833e488f8a0df5da35efbb2b8b4aef848624ac34ab4e33e7e9292271,693e00dea5884146787bf78edd883aaaeb28c597cba3c760dbe07f2143578643,0,Li,F:9|O:3|V:4,g_2f20f3d921223744205682c6900c4b6f621cae9d581b4cadde4bb317034ea95e,True,development,3,0
4cb93207036fb14075af847c2e8540da002842f4be2ed7d34c146f68527a83e0,97136614f94fa494cb8abcbb6d82787fbe9f6f94543744798edd39f9abdf4e72,0,Li,Mn:1|O:4|P:1,g_00d3d7cb3f8d66d44b3f040839c5d0e606c0fcdd53c66e939e8e35bc40657011,True,development,8,2
4cbfa2fc8aa21b402639410c4f73bca8484d448801fb80ea9cfaaa5eb8a2137a,725883d899b0661d824d283d27cb56d9e6f37311079e12a453b0bb79b27108ed,0,Na,Ni:2|O:5,g_4cbfa2fc8aa21b402639410c4f73bca8484d448801fb80ea9cfaaa5eb8a2137a,True,held_out_Na,,
4cbfaca4660539b31f0087576e30d58d562d1412f61eddd65e73c48af243d36c,9d16f503120aec92ce61f84d0e0990452dcf785a02e33a737b5a1b9babacc229,0,Li,Cl:1|Fe:1|O:4|W:1,g_407aaa3f06990fa6bd85327796bc006567d30794b5dbbadde9fe4728b62c94f6,True,development,8,7
4cc626550b198d0e175938ac559c48cb371feb0635b56be9fd64e2005abbe300,be797c2458fed9233b5e5e85aff6542886ee31ff00718ecf5597ccc38ba344f6,0,Ca,O:7|Ru:2,g_4cc626550b198d0e175938ac559c48cb371feb0635b56be9fd64e2005abbe300,True,development,1,
4cddfb9163a698fb2a2d4f5563d0e6e9e9a7336d4c7b00fd371055441d518f55,ff2cc9a8f9079015a05d1a752da3046f5cb7c257805594c77d71a07d0d331145,0,Al,Cu:1|F:6|Rb:2,g_2003d4b128e04545047b901f87148c623acb68ddd531de514b2dfaa25df1217b,True,development,3,
4cdef72725f2be7315d675211b441a8ebd4c5df081cdc1ee424fca18f919a405,d12cb23089d3566c9402e1831d925d206c2a4f266842e6d073f8e7ffe659554d,0,Mg,Mn:2|O:6|Pr:1,g_4cdef72725f2be7315d675211b441a8ebd4c5df081cdc1ee424fca18f919a405,True,development,9,
4cfdeaaa6e271b6fb832762306994eb204c9dbb34ae7a07100bd0ec9b717a601,4d6e67a0188c91b0c3aee41e9bbea74843ffe9143a41b957052e8609edde33eb,1,Li,Mn:1|O:2,g_000369223c9cf92980690254ce6978fa62ec9ea8df99c416b95219dd55162a3f,True,development,0,0
4d170391e3dac277b20b5d062c3147b95ed4a976bc3da985f3ee7f9707bc5e57,7916cb3669079a1151b37fe2b78a4777ddee87451db56c4b597f72f095b894b9,0,Li,F:7|O:5|V:4,g_0def718cc6b1efd3d2ae48a0dfd7a0f5b6e3431d0351389f4de207f980e14d00,True,development,6,9
4d3618ea19b59b901d11ebffaac67cbf61c911d77bb830c5de32a4bf59d7b483,62ecd2d3bc1001ca9420245a798467ac662e6fefa48d3b6c8bc0df280adb2d12,0,Mg,F:2|Mn:3|O:4,g_0ca40c7e41cbb31935199d16855cbac69950ddaef8dde4bbc8a2fa273a3148ac,True,holdout,,
4d37f20066832f7c7275072c23eec5ba5c3a53e25e844f544420bffe4583d99d,f562dfc2c7b817478bb7f95db2325c713a95ed139dfcf402424fd4e22eca1a8a,1,Li,Mo:1|O:8|P:2,g_0218deabaa15c3de8984e0e1bf7723c2a4216a4af8452dca6cf0bfa27c0bac4b,True,development,8,8
4d48d72559b8be8ece9f65c43454811f27704c7a5e6d0220e4ab7a2ecedf884d,c659a9e068f9b47c30acefeb8d2354935223d39bf7662737658012c6b315bd61,0,Mg,Ge:3|O:12|W:2,g_4d48d72559b8be8ece9f65c43454811f27704c7a5e6d0220e4ab7a2ecedf884d,False,quarantine,,
4d58d4827174724475a597b134042bf99d62bec6aa2eda04d7024f467c22e827,e0ae307f1bb311ab1d685ae2290caebd0e020fa06515500f58d7ec59415509c6,0,Li,O:6|Si:2|Ti:1,g_4d58d4827174724475a597b134042bf99d62bec6aa2eda04d7024f467c22e827,True,development,8,8
4d64eb5f3d046aa07db69d5d0692f6b37a02cb963c6c5e82cdc36e0f0c00f92a,444e156ec2c15bd78a041116db99d191991d96253992bfae6da0523880af204e,0,Li,Cr:1|O:8|V:3,g_4d64eb5f3d046aa07db69d5d0692f6b37a02cb963c6c5e82cdc36e0f0c00f92a,True,development,1,7
4d678adfac1da363d005b2ac31aee465a4ad466326bb9e0dec9d28b4799ff9af,865831a4114b491c3aa876ff8b4702e15320238b1220716475b634bb93ea0131,0,Li,C:2|Fe:2|Na:5|O:14|P:2,g_3cb4fae0e7c955b2b9b5c643cab63de60f8fd98adaaf6173a2d1ab2ea31ecbfa,True,development,6,8
4d7f97d2beefc658f7561c5481833d77adb0d83535eb6c95f92065910840f36e,2f44e3c8f1dcb8e06c0d4923eaeb361060ad8fa7da3c95f3c0e8aed6d78c159b,0,Li,H:1|O:8|P:2|V:1,g_37e3a4d946c7b1e447820bedbd24ac45809d25cccdd0bc249c98d791cae539e8,True,holdout,,
4d8644424cb7af3d1503004c38895817e75f87abc279a7ffc4796b6e26f94163,afa1501a2edff1987952e34ce3fa6e8a8893edc680c5cbf26a7a8d57b9170178,0,Li,O:8|Ti:3,g_4d8644424cb7af3d1503004c38895817e75f87abc279a7ffc4796b6e26f94163,True,development,5,9
4d903493262f4860897b701e844a7b52cb39f6f904d2d53aea62ad485c163512,ac6599a8edd17c9cb9960847b6adb814fbd5878cfb7c04253889c8f3f6152816,0,Mg,Cu:2|O:4|Zn:1,g_4d903493262f4860897b701e844a7b52cb39f6f904d2d53aea62ad485c163512,True,development,4,
4d93c84c11a38b937f389e3c9d7f2ea7e2ff388b595be29bfd88e680c1f01de4,3ef945f55020e7db709001c8f0a49f20ede20834f62336e415be6d6daa402bbb,0,Li,F:6|Fe:1,g_4d93c84c11a38b937f389e3c9d7f2ea7e2ff388b595be29bfd88e680c1f01de4,True,development,8,6
4da0d4c41ad00b6f358e9e092876429f53f792284d20c2a1b6ec2b32b29561dc,02dbfcd9fc9e23bcd9d31700b34d330faf50aaa61b73a3fc80286101483136e3,1,Li,B:1|Mn:1|O:3,g_04e2ae99f4a5b7501d9911d8e0e2f15a13af3cb8f361e480815349de1ee8bed8,True,holdout,,
4da99e5db0c7657502493787d62f2bcaf8fa42a240fdf443269d1257c060b05c,b7ad81a9cdba1634855d1924baf96fe9e51b4ed4c0bcb738547e9eac76e838d0,0,Li,F:5|Mn:1,g_2c140cafe3a0d290c8286a3fa8ae287a85bd7d5afd0c422b626c7fe8f54eba44,True,development,9,3
4dacf36c84ba2fc8c5eb13c4aa4a143b7a11637d7a25117cd98167fbe103c76e,0cef6f93af8611dfeb66e7f8ce39052629d3f73f6ee93a15ae72987d0eefc4c6,0,Zn,O:6|Pr:1|W:2,g_262bb5bfbfd2b522a9246b4c6aa81a90c71983687b41e31e6d7012d772329332,True,development,2,
4daf309eac01fd4362e2e6e3d296776ca4dcc1623f44384d845b7df560a51fa0,f653d99ac65c905d51eb76d3727b3a03b7f10d2cfb1454d9416db47ead82358a,0,Ca,Ge:1|Li:1,g_186ec5aca4f4fc219a7c2314e3beef4802bd0d93c360cbd6a3601f9e13e1265f,True,development,8,
4db554ca7d1fb5e9a60837f46145112c76f5dc7b12adc5713e7fbc6ae0c0fd66,83755c971c93939c8ee5ac3f6f5b8c0adeb6073d13999ad06cd42af70fad9983,0,Mg,Co:1|Cr:1|O:4,g_0f9467d15dad46c748d9b6b7b55f3eac6bf466c0a326d2d171cbfb21500f66e8,True,development,8,
4db7a7dd58e0ffd5832b8050a84fb2990f7c9a11a023f307080de57a66beb4c4,ff0f34aa7b70715a39255cc7c3c3977f983c94185de10f53f1a90be4badcf018,0,Mg,F:4|Ni:1,g_248992db1cfffde940c162811ec99d6800e4f09d034d17cf1f29ef9542fc879f,True,development,7,
4db7e490b7b303d6bfbba9d243c50c76198232f5293f9d8b9e28a386ca9cfa8a,e27d1904c081bb68b1259041e3778ac6346b59a64ef94f4e55d08f561483de47,0,Mg,Ni:2|S:4|Zn:1,g_021f9de0787cbd8f4b2b73dbca7b482876af1278acc42d8e5a552a02b4d1b494,True,development,5,
4dbad246714e25ee8218d19c92b362b35c7cd7164e7d326a252f1317c7f2513d,436bc078ef5093deb559b51e463843ce0ff1f5fc996ab9d599d0bddaf3e66d5a,1,Li,O:2|Ti:1,g_01019f67530f3d3ff532866d5ef8aaf7dc246345e5541a810520be940e3f0b08,True,development,1,7
4dbb708ac9eb517318fa7463f44175e62b500860057e79c92895396b714839e9,4ff7b540b1021dc78750f431f1b92c09398c8559ae00f3c18bc09e30efb86098,0,Mg,F:2|Mn:3|O:4,g_0ca40c7e41cbb31935199d16855cbac69950ddaef8dde4bbc8a2fa273a3148ac,True,holdout,,
4dd0e5a036e316a79574d23d085a2ee125f7d66191d503dd6ea3bf62e6eab716,c80e3a708e14a326fc0ac46faf44d7bc3d7a38429e34043dbab1e55ed0b4bf5c,0,Li,Cr:1|O:7|P:2,g_3bc03f333a2f19afd29ff210363e3ede830c767bc672ff75974c88dbe7d39b24,True,development,4,6
4ddc61dda87891d8d5a02c736024676f30b3482cff5bfde006f7446b57a01e3c,57c6f59984cc2f8d06b3b2faa83be9515e6db6eae7a5c2d34bc73a5be02dbcff,0,Mg,Cu:1|K:2|S:4|V:1,g_4ddc61dda87891d8d5a02c736024676f30b3482cff5bfde006f7446b57a01e3c,True,development,9,
4ddd2740362ad2a9367a3036f7656842b25eb4e7f37df4ee7b4556fcdd34db86,9145b892b2a06dd04765df6144126b3dda81dfdc3bf669e870033df23b870ab8,0,Zn,O:9|P:2|V:2,g_4ddd2740362ad2a9367a3036f7656842b25eb4e7f37df4ee7b4556fcdd34db86,True,development,0,
4df813eb01eb596ad136828e87932569168a16d2d9931a87162a2472a9bb67f2,8e039104d658e4fb773a4da13ebd5477c23fb2a0248c44ac89aaa03c37d3e63f,0,Li,C:2|Co:1|H:8|O:10,g_059cc9b088774e922e6b2fd678657f2b058d9418960ef21407bc99f428420720,True,holdout,,
4dfa3b17e19e8544ad1856436dc06f01dbc91f019584dc531e9bc4ac54c00ae4,97c6fd905192640dca5cdea8e9781c0e20e269bce1c557c58c0205621fe8e409,0,Li,O:18|P:6|Sn:1,g_4dfa3b17e19e8544ad1856436dc06f01dbc91f019584dc531e9bc4ac54c00ae4,True,development,9,6
4e02de291b5d7eefa8fb3875646444947fb6ec7abba96b19140bb120114e58f2,ea4fc5922a8385b551a41b367c08c7fe990c9759e3dc09164660358d0c5ff063,0,Mg,Bi:1|O:6|P:1,g_4e02de291b5d7eefa8fb3875646444947fb6ec7abba96b19140bb120114e58f2,True,development,5,
4e05398b43f9bf6e7ac7a2d9601035ced593925fab2079ff80a1f04428f806f2,dac26ec65c4196ecd6d51c8651a02a753fa6717e5d3e8dfb4b05029c4683f423,0,Li,Mn:4|O:24|P:7,g_4e05398b43f9bf6e7ac7a2d9601035ced593925fab2079ff80a1f04428f806f2,True,development,6,1
4e05ed8df2e355ca99270052ecbe07ec23e5be81a739ef994fc9ede7090d2d7f,a9560d4a036732eb80f80c428b05dee47b134f1e3ba794dc927b9f8853dc521a,0,K,Cd:2|Cu:1|O:2|S:2,g_4e05ed8df2e355ca99270052ecbe07ec23e5be81a739ef994fc9ede7090d2d7f,True,held_out_K,,
4e0b094c8ea3af59629ee12f5ef3499236eb57302452b46212b494c9d1c829c4,203578e5b0585adef913d44fefe2168e2fd91ba2807bd5aacdc83eca6d333720,0,Ca,Sr:1,g_4e0b094c8ea3af59629ee12f5ef3499236eb57302452b46212b494c9d1c829c4,True,development,2,
4e14ad20ced23f20215baae5dfc04317bef84eab0939651e0b13e5ce9872d77e,a833a3c83da38e7f7dc11614235e907142c1316068c7873ee5b272b8da95c51c,0,Li,Co:2|Fe:1|O:6,g_4e14ad20ced23f20215baae5dfc04317bef84eab0939651e0b13e5ce9872d77e,True,development,3,6
4e1aba3fea80a88aea345098cf8b762006889548dcc043e72b5a898da2b1ffa0,6382199a421547162d00e304f90c98722c9e90fe1a312f928711ad5457f1f577,1,Na,C:1|Ni:1|O:7|P:1,g_2ac7b0d006c599b5f9b3532a8c723974be40d3919afbf9d95a2685a5b680eee4,True,held_out_Na,,
4e26ca4f1fb18346731a3eb9426cdcd7c800744e0c71bbfa7c4f82065d249d70,4a6e719fbe9833d819a5420d66c0bf01f05e2a427e000f1e88e1c540fd5378c3,0,Li,O:12|P:4|Sn:1,g_2061aa0399ab3b733e2f04e6a47426aef2779e9fe23a2e7aa57fdbef97f0d204,True,development,1,0
4e2ad249dc3492912d9404c24265e26b3b8489e887214441966d8f8781942962,1b53cf58fe189ad497d0a0e32a351eb0203c8f85a1fe37304def6c40aa67ea0d,0,Li,B:2|Cr:1|O:6,g_4e2ad249dc3492912d9404c24265e26b3b8489e887214441966d8f8781942962,True,development,9,4
4e2eb68df02c8cad453e830e31dad8662682dfd24137611e405887fb37744812,627464e37ee5a118b18f4f107687da04ae4d10f54300b3fbe02098488777da5f,0,Li,Mn:2|Nb:1|Ni:3|O:24|P:6,g_4e2eb68df02c8cad453e830e31dad8662682dfd24137611e405887fb37744812,True,development,8,6
4e32cadc8ed4ca5e56d7b722c8b7d41d75e44bc7e22f61a6ae893f421065b278,3849245369beb8e5c7659a1da639ae0016149c7cacd0a9d4277410c50c1379cb,0,Li,Ni:1|O:7|P:2,g_0b9d886ed2ae552efa3a3b92f99e1f67e671d00e7c450e5d8a42f7874c981a9c,True,development,8,5
4e38e3faee6ff4d71c5637c7cda59cde393864bf6d1aa9e2cfd457347bc8ef45,c86142680569ca380a3913908f3fca5fe4cfe86f5531053904b468f83c1f294b,0,Zn,N:1|Ni:1,g_4e38e3faee6ff4d71c5637c7cda59cde393864bf6d1aa9e2cfd457347bc8ef45,True,development,3,
4e39990cdd8d2d644cf75df963ddbed150bda5a6cf36505342925b9784bb48e2,8bfd496900cb48972c4beae87b993d3e8d6ea5db00803a7711fdbaf6a44b71de,0,Zn,Mo:2|O:12|Si:3,g_427bd6bab19c326a6b4e5d3953479024946f6ca07c15e806d9af692f2d090520,True,development,8,
4e5c3cf3d07a72d001c9776f49c088575fc85adfcd697e9435b1e7e5ec45dc57,e69c381c0546b388b630317c1c9940108ec5a16d892fface4126ba3e6183de11,0,Ca,Pb:1,g_4a7fcf868d1e33b9b4a02751f0bfc82a477fadef998c444f275a3582798180dd,True,development,6,
